FACIL,Country,REGION,Zone,FACTYPE,MGA,FTYPE,Factype2,ownership,water_source,soapwater,st_precautions,preparedness,prep2,TBservice,HIVcare,meetings,quality,inpatient,numberbeds,total_full,outpatients,LATNUM,LONGNUM
40233,SEN,7,4,3,1,2,2,1,1,1,0,0.454545455,0,0,0,1,0,0,2,6,,12.98845,-14.47376
40234,SEN,7,4,3,1,2,2,1,0,1,0,0.545454545,0,0,0,1,0,0,5,7,,12.94688,-14.14593
40235,SEN,7,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,1,0,5,10,,12.76796,-15.10459
40236,SEN,7,4,3,1,1,2,1,0,1,0,0.454545455,0,0,0,0,0,0,,1,,12.89353,-14.94004
40237,SEN,7,4,3,3,1,2,2,,1,0,,0,0,0,0,0,0,1,1,,12.88773,-14.92731
40238,SEN,7,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,5,7,,12.70721,-14.47435
40239,SEN,7,4,3,3,1,2,2,1,1,1,0.727272727,0,1,0,0,0,0,,3,,12.89353,-14.94004
40240,SEN,7,4,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,1,0,6,20,,13.43988,-14.95256
40241,SEN,7,4,3,1,2,2,1,1,1,1,0.545454545,0,1,0,1,1,0,3,15,,13.16154,-15.0297
40242,SEN,7,4,3,1,2,2,1,0,1,1,0.454545455,0,1,0,0,0,0,5,6,,12.95668,-13.74867
40243,SEN,7,4,3,1,2,2,1,1,1,1,0.545454545,0,0,0,1,0,0,3,3,,12.88469,-13.97364
40244,SEN,7,4,3,1,2,2,1,1,1,0,0.545454545,0,1,0,1,1,0,4,10,,12.74785,-14.15644
40245,SEN,7,4,3,1,2,2,1,1,1,0,0.454545455,0,0,0,1,0,0,3,8,,13.2291,-14.07269
40246,SEN,8,1,3,1,2,2,1,1,1,1,0.636363636,1,1,0,1,0,0,8,7,,15.64515,-15.99358
40247,SEN,8,1,3,2,1,2,2,0,1,1,0.545454545,0,1,0,1,0,0,2,5,,15.60696,-16.20676
40248,SEN,8,1,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,6,6,,15.39828,-15.66166
40249,SEN,8,1,3,1,2,2,1,1,1,1,,1,1,0,1,0,0,7,3,,15.59154,-15.34174
40250,SEN,8,1,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,4,5,,15.12991,-15.42632
40251,SEN,8,1,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,3,6,,15.20727,-15.90005
40252,SEN,8,1,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,4,6,,15.312357,-16.627813
40253,SEN,8,1,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,3,5,,15.52266,-16.39091
40254,SEN,8,1,3,1,2,2,1,1,1,1,0.454545455,0,1,0,1,0,0,5,5,,15.31673,-16.3184
40255,SEN,8,1,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,4,2,,0,0
40256,SEN,8,1,3,1,2,2,1,1,1,1,0.636363636,1,1,0,1,0,0,7,8,,15.28018,-14.86651
40257,SEN,8,1,3,1,2,2,1,1,1,1,0.636363636,1,1,0,1,0,0,8,6,,14.82049,-15.29359
40258,SEN,8,1,3,1,1,2,1,1,1,1,0.727272727,1,1,0,1,0,0,10,12,,15.62197,-16.22647
40259,SEN,8,1,3,1,1,2,1,1,1,1,0.727272727,1,1,0,0,0,0,1,1,,15.61707,-16.20937
40260,SEN,8,1,3,1,1,2,1,1,1,1,,1,1,0,1,0,0,3,2,,15.61683,-16.22609
40261,SEN,8,1,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,2,6,,15.71455,-16.27413
40262,SEN,8,1,3,1,2,2,1,0,1,1,0.545454545,1,1,0,1,0,0,3,4,,15.70146,-16.56772
40263,SEN,8,1,3,1,2,2,1,0,1,1,0.545454545,1,1,0,1,0,0,2,5,,15.67002,-16.45026
40264,SEN,9,1,3,1,2,2,1,1,0,0,0.181818182,0,1,0,1,0,0,7,6,,15.26592,-12.8692
40265,SEN,9,1,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,0,0,4,7,,15.31756,-12.9973
40266,SEN,9,1,3,1,2,2,1,1,1,0,0.545454545,1,1,0,1,0,0,4,12,,15.56285,-13.10342
40267,SEN,9,1,3,1,2,2,1,1,1,0,0.454545455,1,1,0,1,0,0,4,11,,15.09419,-12.707
40268,SEN,9,1,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,1,0,6,29,,15.28337,-12.96279
40269,SEN,9,1,3,1,2,2,1,1,1,0,0.545454545,1,1,0,1,0,0,4,5,,15.38607,-12.95618
40270,SEN,9,1,3,1,2,2,1,1,1,0,0.545454545,1,1,0,1,0,0,5,6,,14.97683,-12.66053
40271,SEN,9,1,3,1,1,2,1,1,1,0,0.545454545,0,1,0,1,0,0,6,7,,15.60271,-13.32673
40272,SEN,9,1,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,0,0,2,6,,15.83074,-13.45598
40273,SEN,9,1,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,0,0,5,9,,16.07356,-13.48796
40274,SEN,9,1,3,1,2,2,1,1,1,0,0.545454545,0,1,0,1,0,0,5,20,,15.77174,-13.45976
40275,SEN,9,1,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,0,0,5,5,,15.685913,-13.239962
40276,SEN,9,1,3,1,2,2,1,1,1,0,0.545454545,1,1,0,1,0,0,3,25,,0,0
40277,SEN,9,1,3,1,2,2,1,1,1,0,0.363636364,0,1,0,1,0,0,4,14,,16.10097,-13.70134
40278,SEN,9,1,3,1,2,2,1,0,1,0,0.363636364,0,1,0,1,0,0,2,5,,0,0
40279,SEN,9,1,3,1,2,2,1,1,1,1,0.727272727,1,1,0,0,0,0,3,4,,15.3261,-13.73665
40280,SEN,10,1,3,1,2,2,1,0,1,1,0.454545455,0,1,0,1,1,0,5,10,,16.27067,-15.79817
40281,SEN,10,1,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,4,5,,16.16439,-13.88169
40282,SEN,10,1,3,1,2,2,1,0,1,0,0.454545455,1,1,0,1,0,0,5,4,,15.61915,-14.38985
40283,SEN,10,1,3,1,2,2,1,1,1,1,0.636363636,1,1,0,1,0,0,5,5,,16.50932,-14.25434
40284,SEN,10,1,3,1,2,2,1,1,1,0,0.727272727,1,1,0,1,0,0,6,14,,16.40326,-14.32133
40285,SEN,10,1,3,1,2,2,1,1,1,0,0.545454545,0,1,0,1,0,0,7,5,,16.07689,-13.8557
40286,SEN,10,1,3,1,2,2,1,1,0,0,0.363636364,0,1,0,1,0,0,3,6,,16.46755,-14.8165
40287,SEN,10,1,3,1,2,2,1,0,1,0,0.636363636,1,1,0,1,0,0,11,27,,16.29963,-15.02981
40288,SEN,10,1,3,1,2,2,1,1,1,1,0.636363636,1,1,0,1,0,0,3,7,,16.54232,-14.80712
40289,SEN,10,1,3,1,2,2,1,1,1,0,0.636363636,1,1,0,1,0,0,4,11,,16.59459,-14.93059
40290,SEN,10,1,3,1,2,2,1,1,1,0,0.727272727,1,1,0,1,0,0,3,9,,16.5154,-14.50294
40291,SEN,10,1,3,1,1,2,1,1,1,0,0.363636364,0,1,0,1,0,0,3,28,,16.473,-15.7174
40292,SEN,10,1,3,1,2,2,1,1,1,0,0.727272727,1,1,0,1,0,0,4,8,,16.10227,-16.18481
40293,SEN,10,1,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,4,14,,16.00916,-16.16724
40294,SEN,10,1,3,1,1,2,1,1,1,0,0.454545455,0,1,0,1,0,0,1,3,,16.21551,-16.16471
40295,SEN,10,1,3,1,1,2,1,1,1,0,0.636363636,1,1,0,1,0,0,2,5,,16.01544,-16.29875
40296,SEN,10,1,3,1,1,2,1,1,1,0,0.545454545,0,1,0,1,0,0,5,11,,16.01929,-16.50916
40297,SEN,10,1,3,1,2,2,1,1,1,0,0.545454545,0,1,0,1,0,1,7,14,0,15.9191,-16.27009
40298,SEN,10,1,3,1,2,2,1,1,0,0,0.636363636,0,1,0,1,0,0,4,7,,15.88671,-16.50878
40299,SEN,10,1,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,0,0,5,5,,15.96316,-16.4468
40300,SEN,10,1,3,3,1,2,2,1,1,0,0.454545455,0,1,0,0,0,0,,1,,16.01694,-16.30238
40301,SEN,10,1,3,3,1,2,2,1,1,0,0.545454545,0,1,0,0,0,0,3,2,,0,0
40302,SEN,11,4,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,2,6,,12.99515,-15.71245
40303,SEN,11,4,3,1,2,2,1,1,1,1,0.545454545,0,1,0,0,0,0,2,5,,13.23413,-15.73184
40304,SEN,11,4,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,2,4,,12.94689,-15.90925
40305,SEN,11,4,3,1,2,2,1,0,1,1,0.727272727,1,1,0,1,0,0,3,6,,12.98653,-15.6172
40306,SEN,11,4,3,1,2,2,1,1,1,1,0.545454545,0,1,0,1,0,0,4,5,,12.58362,-15.53867
40307,SEN,11,4,3,2,2,2,2,1,1,1,0.818181818,1,1,0,1,0,0,4,9,,12.55493,-15.78112
40308,SEN,11,4,3,2,2,2,2,1,1,1,0.636363636,0,1,0,1,0,0,4,7,,12.58284,-15.49635
40309,SEN,11,4,3,1,1,2,1,1,1,1,0.727272727,0,1,0,1,0,0,3,5,,12.77772,-15.46882
40310,SEN,11,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,4,8,,12.62199,-15.51615
40311,SEN,11,4,3,1,2,2,1,0,1,1,0.727272727,1,1,0,1,1,0,4,8,,12.79133,-15.55767
40312,SEN,11,4,3,1,2,2,1,0,1,1,0.727272727,1,1,0,1,0,0,1,6,,12.62013,-15.77062
40313,SEN,11,4,3,1,2,2,1,1,1,1,0.727272727,0,1,0,1,0,0,4,4,,12.84459,-15.43724
40314,SEN,11,4,3,1,2,2,1,0,1,1,0.545454545,0,1,0,1,0,0,2,5,,12.60352,-15.66019
40315,SEN,11,4,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,4,5,,12.87155,-15.32986
40316,SEN,11,4,3,1,1,2,1,1,1,1,0.727272727,0,1,0,1,0,0,3,8,,12.70527,-15.55602
40317,SEN,12,4,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,1,0,7,49,,15.01832,-12.54288
40318,SEN,12,4,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,1,0,2,22,,14.83597,-12.52404
40319,SEN,12,4,3,1,2,2,1,0,1,0,0.363636364,0,1,0,1,0,0,4,5,,14.68359,-12.17475
40320,SEN,12,4,3,1,2,2,1,0,1,0,0.363636364,0,1,0,1,1,0,8,14,,14.90271,-12.51627
40321,SEN,12,4,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,1,0,4,19,,13.69061,-13.17308
40322,SEN,12,4,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,1,0,2,7,,14.39395,-12.75745
40323,SEN,12,4,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,1,0,3,11,,14.41353,-12.29639
40324,SEN,12,4,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,0,0,2,12,,14.30771,-12.10384
40325,SEN,12,4,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,1,0,10,22,,14.29261,-12.45553
40326,SEN,12,4,3,2,1,2,2,0,1,1,0.545454545,0,1,0,1,0,0,6,4,,13.97703,-14.56418
40327,SEN,12,4,3,2,1,2,2,0,1,0,0.272727273,0,1,0,1,0,0,0,29,,14.17399,-14.45403
40328,SEN,12,4,3,1,2,2,1,1,0,0,0.181818182,0,1,0,1,1,0,3,7,,13.93672,-14.29277
40329,SEN,12,4,3,1,2,2,1,0,1,0,0.363636364,0,1,0,1,1,0,4,40,,13.80263,-14.803
40330,SEN,12,4,3,1,2,2,1,1,1,0,0.454545455,0,1,0,1,0,0,2,67,,13.75363,-14.72893
40331,SEN,12,4,3,1,1,2,1,1,1,1,0.727272727,0,1,0,1,1,0,3,9,,13.78309,-13.67904
40332,SEN,12,4,3,2,1,2,2,1,1,0,0.545454545,0,1,0,0,0,0,9,6,,13.77469,-13.68177
40333,SEN,12,4,3,1,2,2,1,1,1,0,0.272727273,0,1,0,1,0,0,2,24,,13.38798,-13.4585
40334,SEN,12,4,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,1,0,5,21,,13.61509,-13.51765
40335,SEN,13,2,3,1,1,2,1,1,0,0,0.181818182,0,1,0,1,0,0,4,46,,14.17552,-16.85003
40336,SEN,13,2,3,2,2,2,2,1,1,1,0.727272727,1,1,0,0,0,0,2,5,,14.24101,-16.86684
40337,SEN,13,2,3,1,2,2,1,1,1,0,0.545454545,0,1,0,1,1,0,19,22,,14.71464,-16.72482
40338,SEN,13,2,3,1,2,2,1,0,1,0,0.545454545,0,1,0,1,1,0,9,30,,14.72012,-16.73621
40339,SEN,13,2,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,1,0,8,11,,0,0
40340,SEN,13,2,3,1,1,2,1,1,1,0,0.545454545,0,1,0,1,0,0,3,15,,14.4176,-16.96525
40341,SEN,13,2,3,1,1,2,1,1,1,0,0.454545455,0,1,0,0,0,0,1,1,,14.41185,-16.9583
40342,SEN,13,2,3,1,1,2,1,1,1,0,0.727272727,1,1,0,1,0,0,2,28,,14.51021,-17.00613
40343,SEN,13,2,3,1,2,2,1,1,1,1,0.636363636,1,1,0,1,0,0,7,12,,14.517776,-16.940005
40344,SEN,13,2,3,3,1,2,2,1,1,0,0.545454545,1,1,0,0,0,0,1,2,,0,0
40345,SEN,13,2,3,1,2,2,1,1,1,0,0.818181818,1,1,0,1,1,0,2,39,,15.1859,-16.57758
40346,SEN,13,2,3,1,2,2,1,1,1,1,0.636363636,1,1,0,1,1,0,3,28,,15.03669,-16.41749
40347,SEN,13,2,3,1,2,2,1,1,1,1,0.727272727,0,1,0,1,1,0,3,28,,14.60915,-17.07971
40348,SEN,13,2,3,1,2,2,1,1,1,0,0.545454545,1,1,0,1,0,0,4,6,,14.56805,-17.10119
40349,SEN,13,2,3,1,2,2,1,1,1,1,0.727272727,1,1,0,0,1,0,3,11,,14.60713,-16.67683
40350,SEN,13,2,3,1,1,2,1,1,1,0,0.545454545,0,1,0,1,1,0,4,11,,14.78995,-16.92571
40351,SEN,13,2,3,1,1,2,1,1,1,1,0.636363636,0,1,0,1,1,0,7,34,,14.80391,-16.91778
40352,SEN,13,2,3,1,1,2,1,1,1,0,0.636363636,0,1,0,1,1,0,3,22,,14.7702,-16.91087
40353,SEN,13,2,3,2,2,2,2,1,1,1,0.636363636,0,0,0,1,0,0,5,5,,14.69316,-16.94284
40354,SEN,13,2,3,2,2,2,2,1,1,0,,0,1,0,1,0,0,3,6,,14.85257,-16.88988
40355,SEN,13,2,3,1,1,2,1,1,1,0,0.636363636,0,1,0,1,0,0,5,43,,14.79969,-16.94128
40356,SEN,13,2,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,4,17,,14.66409,-16.85564
40357,SEN,13,2,3,3,1,2,2,1,1,0,0.454545455,0,0,0,1,0,0,,4,,14.76511,-16.95008
40358,SEN,13,2,3,3,1,2,2,1,1,0,0.363636364,0,0,0,0,0,0,1,3,,0,0
40359,SEN,13,2,3,1,1,2,1,1,1,1,0.636363636,0,1,0,1,0,0,3,11,,15.13827,-16.87783
40360,SEN,13,2,3,2,1,2,2,1,1,1,0.727272727,1,1,0,1,0,0,2,9,,15.13336,-16.88643
40361,SEN,13,2,3,1,2,2,1,1,1,1,0.727272727,1,1,0,0,0,0,7,8,,15.2615,-16.84486
40362,SEN,13,2,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,4,5,,14.99954,-16.87295
40363,SEN,14,4,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,3,5,,12.96303,-15.98673
40364,SEN,14,4,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,3,5,,12.92847,-16.22439
40365,SEN,14,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,2,5,,12.977,-16.33021
40366,SEN,14,4,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,1,6,,12.91942,-15.99844
40367,SEN,14,4,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,3,5,,12.73894,-16.3317
40368,SEN,14,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,1,0,8,4,,12.67008,-16.25401
40369,SEN,14,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,6,4,,12.86777,-16.13458
40370,SEN,14,4,3,1,2,2,1,0,0,1,0.636363636,0,1,0,1,0,0,3,5,,12.94406,-16.45707
40371,SEN,14,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,3,6,,12.998,-16.7271
40372,SEN,14,4,3,2,2,2,2,1,1,1,0.727272727,1,1,0,1,0,0,7,6,,12.5577,-16.58153
40373,SEN,14,4,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,4,4,,12.54942,-16.62737
40374,SEN,14,4,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,2,5,,12.56031,-16.57006
40375,SEN,14,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,4,11,,12.35822,-16.71136
40376,SEN,14,4,3,2,2,2,2,1,1,1,0.727272727,1,1,0,0,0,0,2,7,,12.4652,-16.78009
40377,SEN,14,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,0,0,0,2,7,,12.38959,-16.74001
40378,SEN,14,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,5,6,,12.71745,-16.45855
40379,SEN,14,4,3,1,1,2,1,1,1,1,0.818181818,1,1,0,1,0,0,4,14,,12.57502,-16.26795
40380,SEN,14,4,3,1,1,2,1,0,1,1,0.636363636,1,1,0,1,0,0,5,5,,12.55196,-16.26335
40381,SEN,14,4,3,1,2,2,1,1,1,1,0.636363636,0,1,0,1,0,0,2,9,,12.57511,-16.2634
40382,SEN,14,4,3,1,1,2,1,0,1,0,0.545454545,0,1,0,0,1,0,2,2,,0,0
40383,SEN,14,4,3,1,2,2,1,1,1,1,0.818181818,1,1,0,1,0,0,7,4,,12.56936,-16.16803
40384,SEN,14,4,3,1,2,2,1,1,1,1,0.727272727,1,1,0,1,0,0,2,6,,12.59634,-15.9772
40385,SEN,14,4,3,1,2,2,1,0,1,1,0.636363636,0,1,0,1,0,0,1,5,,12.47587,-16.3715
40386,SEN,14,4,3,3,1,2,2,0,1,0,,0,1,0,0,0,0,,1,,12.56358,-16.28146
40387,SEN,2,3,4,1,2,2,1,1,1,1,,,0,,1,0,0,2,,,14.76664,-16.31869
40388,SEN,2,3,4,1,2,2,1,0,0,0,,0,0,,1,0,0,,,,14.67168,-16.02846
40389,SEN,2,3,4,1,2,2,1,0,1,1,,,0,,1,0,0,2,,,0,0
40390,SEN,2,3,4,1,2,2,1,1,1,0,,0,0,,1,0,0,1,,,14.75396,-15.75217
40391,SEN,3,3,4,1,2,2,1,1,1,1,,,1,,1,0,0,,,,14.226673,-16.575684
40392,SEN,3,3,4,1,2,2,1,1,1,1,,,1,,1,0,0,3,,,14.41621,-16.3083
40393,SEN,3,3,4,1,2,2,1,0,1,1,,,0,,1,0,0,,,,13.919,-16.67915
40394,SEN,3,3,4,1,2,2,1,1,1,1,,,1,,1,0,0,2,,,14.0723,-16.26077
40395,SEN,3,3,4,1,2,2,1,1,1,1,,0,1,,1,0,0,2,,,14.53192,-16.358595
40396,SEN,4,3,4,1,2,2,1,1,1,0,,0,0,,0,0,0,1,,,0,0
40397,SEN,4,3,4,1,2,2,1,1,0,0,,0,1,,1,0,0,2,,,13.92457,-14.85218
40398,SEN,4,3,4,1,2,2,1,0,1,0,,0,1,,0,0,0,,,,13.97403,-15.04653
40399,SEN,4,3,4,1,2,2,1,1,0,0,,0,1,,0,0,0,1,,,0,0
40400,SEN,4,3,4,1,2,2,1,0,1,0,,,0,,1,0,0,,,,14.033844,-14.742969
40401,SEN,5,3,4,1,2,2,1,0,1,0,,,0,,1,0,0,3,,,0,0
40402,SEN,5,3,4,1,2,2,1,1,1,0,,0,0,,1,0,0,,,,14.29826,-16.0152
40403,SEN,5,3,4,1,2,2,1,1,1,1,,0,0,,1,0,0,1,,,14.27906,-16.1399
40404,SEN,5,3,4,1,2,2,1,0,1,0,,,0,,1,0,0,2,,,13.88594,-16.04845
40405,SEN,5,3,4,1,2,2,1,0,1,0,,0,0,,1,0,0,0,,,13.98477,-15.99106
40406,SEN,5,3,4,1,2,2,1,1,1,0,,0,0,,1,0,0,,,,13.60597,-15.96215
40407,SEN,5,3,4,1,2,2,1,1,1,0,,,0,,1,0,0,,,,13.7919,-15.55559
40408,SEN,6,4,4,1,2,2,1,1,1,0,,,0,,0,0,0,1,,,12.51867,-12.33518
40409,SEN,6,4,4,1,2,2,1,1,1,0,,,0,,0,0,0,2,,,0,0
40410,SEN,6,4,4,1,2,2,1,1,1,0,,0,1,,0,0,0,1,,,12.84935,-12.35497
40411,SEN,6,4,4,1,2,2,1,0,1,1,,0,0,,0,0,0,2,,,0,0
40412,SEN,6,4,4,1,2,2,1,1,1,0,,0,0,,1,0,0,,,,0,0
40413,SEN,6,4,4,1,2,2,1,1,0,0,,0,1,,1,0,0,1,,,12.72486,-13.03452
40414,SEN,6,4,4,1,2,2,1,1,1,0,,,1,,1,0,0,2,,,12.71085,-11.6783
40415,SEN,6,4,4,1,2,2,1,0,1,0,,,1,,0,0,0,2,,,13.34536,-12.1064
40416,SEN,6,4,4,1,2,2,1,1,1,0,,0,1,,0,0,0,2,,,13.26836,-11.74172
40417,SEN,6,4,4,1,2,2,1,0,0,0,,0,1,,1,0,0,1,,,12.47146,-11.48254
40418,SEN,7,4,4,1,2,2,1,1,1,1,,,0,,1,0,0,1,,,12.73634,-14.42604
40419,SEN,7,4,4,1,2,2,1,,1,0,,,0,,1,0,0,1,,,13.50331,-15.04494
40420,SEN,7,4,4,1,2,2,1,1,1,1,,,0,,1,0,0,1,,,13.12804,-15.17026
40421,SEN,7,4,4,1,2,2,1,0,1,1,,0,0,,1,0,0,3,,,12.87485,-13.60726
40422,SEN,7,4,4,1,2,2,1,1,1,0,,0,0,,0,0,0,1,,,12.84302,-14.03579
40423,SEN,7,4,4,1,2,2,1,0,1,1,,,0,,1,0,0,,,,12.80214,-14.13039
40424,SEN,7,4,4,1,2,2,1,,1,0,,,0,,1,0,0,1,,,13.24722,-14.01804
40425,SEN,8,1,4,1,2,2,1,1,1,1,,,0,,1,0,0,,,,15.60382,-16.01654
40426,SEN,8,1,4,1,2,2,1,0,0,0,,0,0,,0,0,0,2,,,15.33678,-15.39342
40427,SEN,8,1,4,1,2,2,1,0,1,1,,,1,,1,0,0,1,,,15.55406,-15.26288
40428,SEN,8,1,4,1,2,2,1,0,0,1,,0,0,,0,0,0,,,,15.21078,-15.43901
40429,SEN,8,1,4,1,2,2,1,1,1,1,,,0,,1,0,0,,,,15.17923,-15.85672
40430,SEN,8,1,4,1,2,2,1,0,1,0,,0,1,,1,0,0,,,,15.3366,-16.72934
40431,SEN,8,1,4,1,2,2,1,1,1,1,,,0,,0,0,0,,,,15.34756,-15.08266
40432,SEN,8,1,4,1,2,2,1,0,1,1,,,0,,0,0,0,,,,14.7242,-15.30219
40433,SEN,9,1,4,1,2,2,1,1,1,0,,0,0,,0,0,0,,,,15.35784,-13.09212
40434,SEN,9,1,4,1,2,2,1,0,1,1,,,0,,1,0,0,2,,,15.089533,-12.705062
40435,SEN,9,1,4,1,2,2,1,1,1,0,,,1,,1,0,0,1,,,15.42756,-12.94722
40436,SEN,9,1,4,1,2,2,1,1,1,1,,,0,,0,0,0,1,,,15.88156,-13.42434
40437,SEN,9,1,4,1,2,2,1,0,1,0,,,0,,1,0,0,3,,,0,0
40438,SEN,9,1,4,1,2,2,1,0,1,0,,0,0,,0,0,0,,,,15.22865,-14.44057
40439,SEN,10,1,4,1,2,2,1,1,1,1,,,1,,1,0,0,1,,,16.14533,-15.47979
40440,SEN,10,1,4,1,2,2,1,1,0,0,,0,1,,1,0,0,0,,,16.163864,-13.882882
40441,SEN,10,1,4,1,2,2,1,1,1,0,,,1,,1,0,0,3,,,16.15858,-13.95855
40442,SEN,10,1,4,1,2,2,1,1,0,0,,0,0,,0,0,0,1,,,16.52768,-14.80401
40443,SEN,10,1,4,1,2,2,1,1,0,0,,0,0,,1,0,0,,,,16.51761,-14.501891
40444,SEN,10,1,4,1,2,2,1,1,1,0,,,1,,1,0,0,2,,,16.08881,-16.18603
40445,SEN,10,1,4,1,2,2,1,1,1,0,,0,1,,1,0,0,0,,,0,0
40446,SEN,10,1,4,1,2,2,1,0,0,0,,0,0,,0,0,0,1,,,15.9186,-16.2696
40447,SEN,10,1,4,1,2,2,1,1,0,0,,0,1,,1,0,0,0,,,15.8871,-16.5085
40448,SEN,10,1,4,1,2,2,1,1,1,0,,,1,,0,0,0,,,,15.9627,-16.447422
40449,SEN,11,4,4,1,2,2,1,1,1,1,,,1,,0,0,0,,,,12.99817,-15.75778
40450,SEN,11,4,4,1,2,2,1,1,1,0,,0,1,,1,0,0,,,,13.0271,-15.55434
40451,SEN,11,4,4,1,2,2,1,1,1,1,,0,1,,1,0,0,,,,12.52864,-15.74324
40452,SEN,11,4,4,1,2,2,1,1,1,1,,,1,,1,0,0,,,,12.55798,-15.49078
40453,SEN,11,4,4,1,2,2,1,1,1,1,,,1,,1,0,0,,,,12.73268,-15.53331
40454,SEN,11,4,4,1,2,2,1,1,1,1,,,1,,1,0,0,,,,12.59919,-15.42899
40455,SEN,11,4,4,1,2,2,1,1,1,1,,,1,,1,0,0,,,,12.82839,-15.59323
40456,SEN,11,4,4,1,2,2,1,1,1,1,,,1,,1,0,0,2,,,12.62086,-15.83712
40457,SEN,11,4,4,1,2,2,1,1,1,1,,0,1,,1,0,0,,,,12.844962,-15.439458
40458,SEN,11,4,4,1,2,2,1,0,1,1,,,1,,0,0,0,3,,,12.63168,-15.69517
40459,SEN,11,4,4,1,2,2,1,0,1,1,,,0,,1,0,0,2,,,12.86645,-15.35851
40460,SEN,12,4,4,1,2,2,1,1,1,0,,,0,,1,0,0,,,,14.96838,-12.61233
40461,SEN,12,4,4,1,2,2,1,0,0,0,,0,0,,1,0,0,1,,,14.73379,-12.51913
40462,SEN,12,4,4,1,2,2,1,0,1,1,,,0,,1,0,0,,,,13.57322,-13.41269
40463,SEN,12,4,4,1,2,2,1,,,,,,,,,,,,,,0,0
40464,SEN,12,4,4,1,2,2,1,0,0,0,,0,0,,1,0,0,,,,14.03676,-14.56607
40465,SEN,12,4,4,1,2,2,1,0,1,1,,,0,,1,0,0,,,,14.04502,-14.3501
40466,SEN,12,4,4,1,2,2,1,1,1,1,,,0,,1,0,0,1,,,13.83146,-13.74186
40467,SEN,12,4,4,1,2,2,1,0,1,0,,0,0,,0,0,0,1,,,13.39857,-13.38624
40468,SEN,12,4,4,1,2,2,1,1,1,0,,0,0,,1,0,0,,,,13.62078,-13.59306
40469,SEN,13,2,4,1,2,2,1,1,1,0,,,0,,1,0,0,,,,14.76475,-16.73147
40470,SEN,13,2,4,1,2,2,1,1,1,1,,,1,,1,0,0,3,,,14.47518,-16.99155
40471,SEN,13,2,4,1,2,2,1,1,1,1,,,0,,1,0,0,1,,,14.50174,-16.96713
40472,SEN,13,2,4,1,2,2,1,1,1,0,,0,0,,1,0,0,1,,,15.18541,-16.50585
40473,SEN,13,2,4,1,2,2,1,1,1,0,,,1,,1,0,0,2,,,14.6095,-17.09338
