FACIL,Country,REGION,Zone,FACTYPE,MGA,FTYPE,Factype2,ownership,water_source,soapwater,st_precautions,preparedness,prep2,TBservice,HIVcare,meetings,quality,inpatient,numberbeds,total_full,outpatients
1047,DRC,32,,2,4,2,1,2,1,1,0,.545454545454545,0,1,1,1,1,1,44,28,47
1066,DRC,32,,2,4,2,1,2,1,1,0,.363636363636364,0,1,0,1,0,1,44,40,148
1122,DRC,31,,2,1,2,1,1,0,0,0,.272727272727273,0,1,1,1,1,1,44,47,59
1134,DRC,93,,2,1,2,1,1,0,0,0,.181818181818182,0,1,1,1,1,1,44,26,74
1294,DRC,61,,2,1,2,1,1,0,1,0,.545454545454545,0,1,1,1,1,1,44,33,240
318,HAI,1,,3,1,1,1,1,1,0,0,.454545454545455,0,0,1,1,0,1,44,136,9998
10192,BAN,1,,2,1,1,1,1,1,1,0,.545454545454545,0,1,,,1,1,45,39,671
10323,BAN,2,,2,1,1,1,1,1,1,0,.454545454545455,0,1,,,1,1,45,47,571
10846,BAN,4,,2,1,1,1,1,1,1,0,.545454545454545,0,1,,,1,1,45,40,440
11019,BAN,5,,2,1,2,1,1,1,1,0,.454545454545455,0,1,,,1,1,45,51,642
11058,BAN,5,,2,1,1,1,1,1,1,1,.818181818181818,1,1,,,1,1,45,51,603
118,DRC,73,,2,1,2,1,1,0,1,0,.454545454545455,0,1,1,1,0,1,45,68,163
244,DRC,54,,2,4,2,1,2,1,1,1,.545454545454545,0,1,1,1,1,1,45,26,131
558,DRC,83,,2,1,2,1,1,0,1,0,.545454545454545,1,1,0,1,1,1,45,20,26
566,DRC,83,,2,4,2,1,2,0,1,1,.818181818181818,0,1,1,1,1,1,45,27,74
691,DRC,82,,2,4,2,1,2,0,0,0,.181818181818182,0,1,1,1,1,1,45,80,197
698,DRC,82,,2,4,2,1,2,0,1,0,,1,1,1,1,1,1,45,96,162
1088,DRC,31,,3,4,2,1,2,1,1,0,.454545454545455,0,1,1,1,1,1,45,29,32
1109,DRC,31,,2,1,2,1,1,1,0,1,.363636363636364,0,1,1,1,1,1,45,71,194
1119,DRC,31,,3,4,2,1,2,1,1,0,,0,1,1,1,0,1,45,18,220
1259,DRC,61,,2,1,2,1,1,1,1,0,.545454545454545,1,1,1,1,0,1,45,27,48
1289,DRC,61,,3,4,2,1,2,0,1,1,.545454545454545,1,1,1,1,1,1,45,19,88
559,HAI,3,,4,3,1,1,2,1,1,0,.727272727272727,1,1,1,1,0,1,45,32,193
1025,HAI,9,,3,1,1,1,1,0,0,0,.181818181818182,0,1,1,1,0,1,45,44,299
710,DRC,8,,2,4,1,1,2,1,1,1,.818181818181818,1,1,1,1,1,1,450,369,800
1076,DRC,32,,2,4,2,1,2,0,1,1,.636363636363636,1,1,1,1,1,1,450,234,414
10183,BAN,1,,2,1,1,1,1,1,1,1,.818181818181818,1,1,,,0,1,46,52,382
10919,BAN,4,,2,1,2,1,1,1,0,0,.727272727272727,0,1,,,1,1,46,36,397
10951,BAN,5,,2,1,1,1,1,1,1,1,.909090909090909,1,1,,,1,1,46,39,364
11249,BAN,7,,2,1,1,1,1,0,1,0,.636363636363636,1,1,,,1,1,46,23,734
11272,BAN,7,,1,1,1,1,1,1,1,1,.909090909090909,1,1,,,1,1,46,66,2590
11421,BAN,8,,2,1,2,1,1,1,0,0,.272727272727273,0,1,,,1,1,46,36,363
11526,BAN,8,,2,1,1,1,1,1,1,0,.545454545454545,0,1,,,1,1,46,43,2019
831,DRC,51,,2,1,2,1,1,1,1,0,.363636363636364,0,1,1,1,1,1,46,51,9998
968,DRC,33,,2,4,2,1,2,,1,0,,0,1,1,1,1,1,46,31,60
1060,DRC,32,,4,4,2,2,2,1,1,0,.636363636363636,1,1,1,1,0,1,46,42,82
1124,DRC,31,,2,1,2,1,1,1,1,0,.454545454545455,0,1,1,1,1,1,46,69,55
1158,DRC,93,,3,4,1,1,2,1,1,1,.636363636363636,0,1,1,1,1,1,46,44,112
10189,BAN,1,,2,1,2,1,1,1,1,0,.727272727272727,1,1,,,1,1,47,35,371
10213,BAN,1,,2,1,2,1,1,1,1,0,.636363636363636,0,1,,,1,1,47,37,436
10966,BAN,5,,2,1,2,1,1,1,1,0,.636363636363636,1,1,,,1,1,47,62,689
448,DRC,10,,3,3,2,1,2,1,1,0,.818181818181818,1,1,1,1,1,1,47,49,83
505,DRC,20,,2,2,2,1,2,1,1,0,.363636363636364,0,1,1,1,0,1,47,110,150
883,DRC,41,,2,1,2,1,1,1,1,0,.545454545454545,0,1,0,1,1,1,47,42,70
420,DRC,10,,1,1,1,1,1,0,1,0,.363636363636364,0,1,1,1,0,1,472,1828,9998
10923,BAN,5,,2,1,2,1,1,1,1,0,.454545454545455,0,1,,,1,1,48,45,382
10993,BAN,5,,2,1,2,1,1,1,1,1,.636363636363636,0,1,,,1,1,48,43,103
11188,BAN,6,,2,1,2,1,1,1,1,1,.909090909090909,1,1,,,1,1,48,40,470
11233,BAN,6,,2,1,1,1,1,1,1,0,.363636363636364,0,1,,,1,1,48,72,647
11288,BAN,7,,2,1,1,1,1,1,0,0,.454545454545455,0,1,,,1,1,48,47,556
243,DRC,54,,2,4,2,1,2,0,0,0,.0909090909090909,0,1,1,1,0,1,48,21,22
250,DRC,54,,2,4,2,1,2,1,0,1,.454545454545455,0,1,1,1,1,1,48,38,138
511,DRC,20,,4,4,1,2,2,0,1,0,.363636363636364,0,1,1,1,1,1,48,51,150
700,DRC,8,,2,1,1,1,1,0,1,1,.636363636363636,0,1,1,1,1,1,48,55,236
800,DRC,74,,2,4,2,1,2,0,1,0,.272727272727273,0,1,1,1,1,1,48,19,108
887,DRC,41,,2,1,2,1,1,0,1,0,.363636363636364,0,1,0,1,1,1,48,50,180
1198,DRC,44,,2,1,2,1,1,0,1,0,.181818181818182,0,1,1,1,0,1,48,24,141
1367,DRC,42,,2,4,2,1,2,1,1,0,.454545454545455,0,1,0,1,1,1,48,33,99
1371,DRC,42,,2,1,1,1,1,1,1,0,.636363636363636,1,1,1,1,1,1,48,51,131
256,DRC,54,,3,3,1,1,2,1,1,0,.727272727272727,0,1,1,1,0,1,49,72,148
173,HAI,1,,3,1,1,1,1,0,1,0,.545454545454545,0,1,1,1,1,1,49,135,197
10912,BAN,4,,3,1,1,2,1,1,1,1,.727272727272727,0,0,,,0,1,5,11,500
10629,BAN,3,,10,4,1,2,2,1,1,0,.727272727272727,1,1,,,0,1,5,50,20
10718,BAN,3,,2,1,1,1,1,1,1,0,.727272727272727,1,1,,,1,1,5,37,470
10959,BAN,5,,10,4,1,2,2,1,1,1,.818181818181818,1,0,,,0,1,5,24,150
11067,BAN,5,,9,2,1,2,1,1,1,1,.818181818181818,1,0,,,1,1,5,18,95
11264,BAN,7,,2,1,1,1,1,0,0,1,.363636363636364,0,1,,,1,1,5,36,450
11426,BAN,8,,3,1,1,2,1,1,0,0,.727272727272727,0,0,,,1,1,5,6,57
13,DRC,52,,5,1,2,2,1,1,1,0,,1,1,0,1,1,0,5,5,
18,DRC,52,,5,1,1,2,1,,1,1,,0,1,1,1,1,0,5,7,
29,DRC,52,,4,4,2,2,2,0,1,0,,1,1,0,1,0,1,5,8,50
59,DRC,71,,5,3,2,2,2,0,0,0,.363636363636364,0,1,0,0,0,0,5,3,
64,DRC,71,,5,3,2,2,2,0,1,0,.545454545454545,0,1,0,0,1,1,5,4,6
122,DRC,73,,5,1,2,2,1,0,1,0,.454545454545455,0,1,1,1,1,0,5,12,
182,DRC,53,,5,1,2,2,1,0,1,0,,0,1,1,1,1,0,5,10,
185,DRC,53,,5,4,2,2,2,1,1,0,,0,1,1,0,0,0,5,14,
189,DRC,53,,5,1,2,2,1,0,1,0,,0,1,1,1,0,0,5,4,
217,DRC,54,,5,1,2,2,1,0,0,0,.181818181818182,0,0,0,1,1,0,5,5,
245,DRC,54,,5,1,2,2,1,0,1,0,.272727272727273,0,0,1,1,1,1,5,6,3
261,DRC,54,,4,1,2,2,1,0,0,0,.0909090909090909,0,1,1,1,0,1,5,6,38
313,DRC,92,,5,4,1,2,2,1,0,0,.0909090909090909,0,1,1,1,1,0,5,12,
323,DRC,92,,5,1,2,2,1,0,1,1,.363636363636364,0,1,0,1,0,0,5,8,
351,DRC,81,,4,3,1,2,2,0,1,0,.363636363636364,0,1,1,1,1,1,5,8,30
379,DRC,81,,5,4,2,2,2,1,1,0,.454545454545455,0,1,0,1,1,0,5,8,
387,DRC,10,,5,4,1,2,2,0,1,0,.272727272727273,0,1,1,1,1,1,5,17,16
389,DRC,10,,5,3,1,2,2,1,1,0,,0,0,1,0,1,0,5,10,
427,DRC,10,,5,3,2,2,2,1,0,0,,0,0,0,1,0,1,5,7,9
465,DRC,20,,5,3,1,2,2,1,1,0,.454545454545455,0,1,1,0,0,1,5,12,18
567,DRC,83,,5,1,2,2,1,0,0,0,.363636363636364,0,1,1,1,1,0,5,4,
577,DRC,72,,5,1,2,2,1,1,1,0,.454545454545455,0,1,1,1,1,0,5,6,
640,DRC,43,,5,1,2,2,1,0,1,1,.545454545454545,0,0,0,1,1,0,5,7,
645,DRC,43,,5,1,2,2,1,0,0,0,.181818181818182,0,1,0,1,0,0,5,6,
661,DRC,82,,5,4,2,2,2,0,1,0,.272727272727273,0,1,0,1,0,0,5,7,
677,DRC,82,,5,1,2,2,1,0,1,1,.363636363636364,0,0,0,1,1,0,5,10,
688,DRC,82,,2,1,2,1,1,0,0,0,.272727272727273,0,1,0,1,1,1,5,19,27
693,DRC,82,,4,1,2,2,1,0,0,0,.272727272727273,0,1,1,1,0,1,5,11,72
694,DRC,82,,5,4,2,2,2,0,0,0,.181818181818182,0,0,0,1,0,0,5,6,
703,DRC,8,,5,4,2,2,2,0,0,0,.272727272727273,0,0,0,1,0,1,5,5,4
708,DRC,8,,5,1,1,2,1,0,0,0,.272727272727273,0,0,0,1,1,1,5,8,12
737,DRC,8,,5,1,2,2,1,1,0,0,.272727272727273,0,0,0,1,0,0,5,4,
744,DRC,8,,5,1,2,2,1,0,1,0,,0,0,0,1,0,1,5,10,14
786,DRC,74,,5,1,2,2,1,1,0,0,.272727272727273,0,1,1,1,1,0,5,5,
801,DRC,74,,5,1,2,2,1,0,0,0,0,0,1,1,1,1,0,5,6,
836,DRC,51,,5,4,2,2,2,1,0,0,.272727272727273,0,1,0,1,1,0,5,6,
862,DRC,51,,5,1,2,2,1,0,0,0,.0909090909090909,0,1,0,1,0,1,5,13,9
865,DRC,51,,4,1,2,2,1,0,1,0,.363636363636364,0,1,0,1,1,1,5,3,12
866,DRC,51,,5,1,2,2,1,0,1,0,,0,1,0,1,0,1,5,5,10
881,DRC,41,,5,1,2,2,1,1,0,0,.0909090909090909,0,1,0,1,0,1,5,10,13
882,DRC,41,,5,1,2,2,1,0,0,0,.0909090909090909,0,1,0,1,0,0,5,4,
912,DRC,41,,5,1,1,2,1,1,1,0,.454545454545455,0,1,1,1,0,0,5,22,
920,DRC,91,,5,1,2,2,1,1,1,0,.454545454545455,0,0,0,1,0,0,5,2,
948,DRC,91,,4,1,2,2,1,0,1,0,.272727272727273,0,1,0,1,0,1,5,6,129
961,DRC,91,,3,4,2,1,2,0,1,0,,0,0,0,1,1,1,5,10,79
964,DRC,91,,5,4,1,2,2,0,1,1,.454545454545455,0,0,0,1,0,0,5,12,
984,DRC,33,,5,1,2,2,1,0,0,0,.363636363636364,0,1,0,1,1,1,5,12,80
1007,DRC,33,,4,1,2,2,1,0,0,0,,0,1,0,1,0,1,5,13,20
1018,DRC,32,,5,1,2,2,1,1,0,0,.181818181818182,0,1,1,1,0,1,5,11,23
1030,DRC,32,,5,1,2,2,1,1,1,0,.363636363636364,0,1,0,1,0,1,5,5,88
1054,DRC,32,,4,4,2,2,2,0,0,0,.0909090909090909,0,0,0,0,0,1,5,8,10
1055,DRC,32,,5,1,2,2,1,0,1,0,.0909090909090909,0,1,0,1,0,1,5,11,18
1075,DRC,32,,5,1,2,2,1,1,1,0,.363636363636364,0,1,0,1,0,1,5,8,75
1153,DRC,93,,5,1,2,2,1,0,0,0,,0,1,1,1,0,1,5,8,70
1174,DRC,93,,5,1,2,2,1,1,1,1,.545454545454545,0,1,1,1,0,0,5,6,
1221,DRC,44,,5,1,2,2,1,1,0,0,.454545454545455,0,1,0,1,1,0,5,5,
1302,DRC,61,,5,4,2,2,2,1,1,0,.545454545454545,1,1,0,1,1,1,5,8,17
1361,DRC,42,,5,1,2,2,1,0,1,0,.272727272727273,0,1,1,1,0,0,5,3,
1408,DRC,45,,3,1,2,1,1,0,0,0,,0,1,0,0,1,1,5,9,8
8,HAI,1,,5,2,1,2,2,,1,0,,1,0,0,1,1,1,5,5,7
108,HAI,1,,6,3,1,2,2,,0,0,,0,0,0,1,0,0,5,12,
282,HAI,1,,5,4,2,2,2,0,1,0,.454545454545455,0,1,0,1,1,0,5,26,
289,HAI,1,,6,4,2,2,2,,0,1,,0,1,0,1,1,0,5,9,
291,HAI,1,,5,3,2,2,2,1,1,0,.727272727272727,1,0,0,0,0,1,5,18,20
354,HAI,1,,6,3,2,2,2,,1,0,,1,0,0,1,0,0,5,4,
369,HAI,1,,5,3,1,2,2,1,0,0,.363636363636364,0,0,0,1,0,1,5,10,0
407,HAI,2,,6,1,1,2,1,,1,1,,0,1,1,1,1,1,5,29,20
410,HAI,2,,6,3,2,2,2,1,1,0,.818181818181818,1,1,0,1,0,0,5,14,
504,HAI,3,,7,1,2,2,1,1,1,0,.454545454545455,0,1,0,1,0,0,5,11,
537,HAI,3,,5,1,2,2,1,1,0,0,.272727272727273,0,1,0,1,1,1,5,13,5
595,HAI,4,,6,4,1,2,2,0,1,0,.363636363636364,0,1,1,1,0,0,5,23,
612,HAI,5,,3,1,1,1,1,1,0,0,.181818181818182,0,1,1,1,1,1,5,65,9998
747,HAI,5,,5,1,1,2,1,0,1,1,.818181818181818,1,1,1,1,1,1,5,43,0
874,HAI,7,,6,1,1,2,1,0,1,1,.727272727272727,1,1,0,1,0,0,5,23,
922,HAI,8,,5,1,2,2,1,1,1,1,.909090909090909,1,1,1,1,1,1,5,24,26
981,HAI,9,,5,3,1,2,2,1,1,0,,0,1,0,1,0,1,5,6,32
988,HAI,9,,5,4,2,2,2,1,1,1,.636363636363636,1,1,1,1,0,1,5,12,10
995,HAI,9,,5,1,1,2,1,1,1,1,.727272727272727,0,1,1,1,1,1,5,37,20
2021,HAI,1,,6,2,2,2,2,1,1,0,.454545454545455,0,1,0,1,0,0,5,32,
2040,HAI,1,,6,2,1,2,2,0,0,0,.0909090909090909,0,0,0,1,0,1,5,4,3
2075,HAI,1,,5,3,2,2,2,1,1,0,.727272727272727,1,0,0,1,1,1,5,5,52
2097,HAI,1,,5,2,1,2,2,,1,0,,0,1,1,1,0,1,5,40,9998
2104,HAI,1,,5,3,1,2,2,1,0,0,.636363636363636,0,0,0,1,1,1,5,10,0
2138,HAI,3,,5,3,1,2,2,1,1,0,.454545454545455,0,0,0,1,0,1,5,10,25
3101,HAI,5,,5,3,2,2,2,1,1,0,.454545454545455,0,0,0,1,0,0,5,8,
60073,SEN,8,1,2,1,1,2,1,1,0,0,.454545454545455,0,1,1,1,1,1,5,15,9998
60094,SEN,13,2,2,1,1,2,1,1,1,0,.454545454545455,0,1,0,0,1,0,5,8,
60138,SEN,2,3,3,1,1,2,1,1,1,1,.727272727272727,1,1,0,1,0,0,5,5,
60140,SEN,2,3,3,1,1,2,1,0,1,1,.545454545454545,0,1,0,1,0,0,5,6,
60143,SEN,2,3,3,1,1,2,1,1,1,1,.727272727272727,0,1,0,1,0,0,5,11,
60160,SEN,3,3,3,1,1,2,1,1,1,1,.818181818181818,1,1,0,1,0,0,5,10,
60161,SEN,3,3,3,1,1,2,1,1,1,1,.727272727272727,1,1,0,1,0,0,5,5,
60169,SEN,3,3,3,1,1,2,1,1,1,1,.727272727272727,1,1,0,1,0,0,5,7,
60194,SEN,5,3,3,1,1,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,5,15,
60205,SEN,5,3,3,1,1,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,5,70,
60219,SEN,6,4,3,1,1,2,1,1,1,0,.363636363636364,0,1,1,1,1,0,5,14,
60222,SEN,6,4,3,2,1,2,2,1,1,0,.454545454545455,0,1,1,1,1,0,5,28,
60227,SEN,7,4,3,1,1,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,5,16,
60229,SEN,7,4,3,2,1,2,2,1,1,0,.454545454545455,0,1,0,0,0,0,5,5,
60236,SEN,7,4,3,1,1,2,1,1,1,0,.454545454545455,0,1,1,1,1,0,5,21,
60246,SEN,8,1,3,1,1,2,1,1,1,0,.363636363636364,0,1,0,1,1,0,5,13,
60264,SEN,9,1,3,1,1,2,1,1,1,0,.454545454545455,0,1,0,1,1,0,5,15,
60273,SEN,10,1,3,1,1,2,1,1,1,0,.454545454545455,0,1,0,1,1,0,5,35,
60281,SEN,10,1,3,1,1,2,1,1,1,0,.454545454545455,0,1,0,1,1,0,5,27,
60324,SEN,12,4,3,1,1,2,1,1,1,1,.363636363636364,0,1,0,1,1,0,5,26,
60327,SEN,13,2,3,1,1,2,1,0,1,0,.454545454545455,0,1,0,1,1,0,5,65,
60332,SEN,13,2,3,3,1,2,2,0,0,0,.0909090909090909,0,1,0,0,0,0,5,4,
60335,SEN,13,2,3,1,1,2,1,1,1,0,.545454545454545,0,1,0,1,1,0,5,28,
60359,SEN,14,4,3,1,1,2,1,1,1,1,.818181818181818,1,1,0,1,0,0,5,7,
60360,SEN,14,4,3,1,1,2,1,1,1,1,.818181818181818,1,1,0,0,0,0,5,4,
60375,SEN,14,4,3,1,1,2,1,1,1,1,.818181818181818,1,1,0,1,0,0,5,6,
60376,SEN,14,4,3,1,1,2,1,1,1,1,.727272727272727,1,1,0,1,0,0,5,6,
60455,SEN,13,2,4,1,2,2,1,1,1,0,,,1,,1,0,0,5,,
10018,BAN,1,,2,1,2,1,1,1,1,0,.545454545454545,0,1,,,1,1,50,44,289
10032,BAN,1,,2,1,1,1,1,1,1,0,.818181818181818,1,1,,,1,1,50,39,500
10112,BAN,1,,2,1,1,1,1,1,1,1,.909090909090909,1,1,,,1,1,50,18,375
10119,BAN,1,,2,1,1,1,1,1,1,0,.727272727272727,1,1,,,1,1,50,30,814
10140,BAN,1,,1,1,1,1,1,1,1,0,.818181818181818,1,1,,,1,1,50,68,1363
10041,BAN,1,,2,1,2,1,1,1,1,0,.545454545454545,0,1,,,1,1,50,24,219
10092,BAN,1,,2,1,1,1,1,1,1,1,.909090909090909,1,1,,,1,1,50,28,717
10201,BAN,1,,2,1,1,1,1,1,1,0,.636363636363636,1,1,,,0,1,50,40,790
10394,BAN,2,,2,1,2,1,1,1,1,0,.545454545454545,1,1,,,1,1,50,18,395
10501,BAN,2,,2,1,1,1,1,1,0,0,.636363636363636,0,1,,,1,1,50,45,556
10524,BAN,2,,2,1,1,1,1,1,1,0,.454545454545455,0,1,,,1,1,50,40,357
10537,BAN,2,,2,1,2,1,1,1,1,0,.363636363636364,0,1,,,1,1,50,39,334
10584,BAN,3,,10,4,1,2,2,1,1,0,.636363636363636,1,1,,,0,1,50,151,295
10802,BAN,4,,10,4,1,2,2,1,1,0,.636363636363636,1,1,,,1,1,50,34,38
10871,BAN,4,,2,1,1,1,1,1,1,0,.727272727272727,1,1,,,1,1,50,38,500
10744,BAN,3,,2,1,2,1,1,0,1,0,.363636363636364,0,1,,,1,1,50,68,533
10937,BAN,5,,2,1,1,1,1,1,1,1,.909090909090909,1,1,,,1,1,50,72,372
11129,BAN,6,,2,1,2,1,1,1,1,0,.727272727272727,1,1,,,1,1,50,53,613
11375,BAN,7,,2,1,1,1,1,1,1,1,.818181818181818,1,1,,,1,1,50,59,674
11440,BAN,8,,2,1,2,1,1,1,1,0,.545454545454545,1,1,,,1,1,50,36,750
11470,BAN,8,,10,4,2,2,2,1,1,0,.545454545454545,0,1,,,1,1,50,84,6000
11496,BAN,8,,2,1,2,1,1,1,1,0,.545454545454545,0,1,,,0,1,50,40,547
11500,BAN,8,,2,1,2,1,1,0,1,0,.636363636363636,1,1,,,1,1,50,34,376
11,DRC,52,,2,1,2,1,1,1,1,1,,0,1,1,1,1,1,50,35,69
41,DRC,52,,2,1,2,1,1,0,1,0,.363636363636364,0,1,1,1,0,1,50,22,120
173,DRC,53,,2,1,2,1,1,0,1,0,,0,1,1,1,1,1,50,23,121
234,DRC,54,,2,4,2,1,2,0,1,0,.454545454545455,0,1,1,1,1,1,50,21,9998
251,DRC,54,,4,4,2,2,2,1,1,1,.363636363636364,0,1,1,1,1,1,50,33,217
327,DRC,92,,2,4,2,1,2,0,1,0,.272727272727273,0,1,1,1,1,1,50,35,94
587,DRC,72,,2,4,1,1,2,0,0,0,.272727272727273,0,1,0,1,0,1,50,13,90
683,DRC,82,,2,1,2,1,1,0,0,0,.272727272727273,0,1,0,1,1,1,50,20,63
878,DRC,41,,2,4,1,1,2,0,1,0,.272727272727273,0,1,1,1,0,1,50,47,45
888,DRC,41,,5,4,2,2,2,1,1,0,.636363636363636,0,1,1,1,1,1,50,28,47
891,DRC,41,,2,1,2,1,1,0,1,0,.272727272727273,0,1,0,1,0,1,50,48,72
995,DRC,33,,2,1,2,1,1,0,1,1,.454545454545455,0,1,1,1,1,1,50,46,46
1052,DRC,32,,2,4,2,1,2,0,1,0,.272727272727273,0,1,1,1,1,1,50,31,256
1087,DRC,31,,3,2,2,1,2,1,0,0,.0909090909090909,0,1,0,1,0,1,50,24,54
1129,DRC,31,,2,4,2,1,2,1,1,0,.818181818181818,1,1,1,1,1,1,50,52,111
1211,DRC,44,,4,4,2,2,2,1,0,0,,0,1,1,1,0,1,50,11,9998
1227,DRC,44,,4,4,2,2,2,0,1,0,.545454545454545,0,1,0,1,0,1,50,14,31
1232,DRC,44,,2,1,2,1,1,0,1,0,,0,1,1,1,1,1,50,21,72
1236,DRC,61,,4,4,2,2,2,1,1,1,.545454545454545,0,1,1,1,1,1,50,21,164
1338,DRC,42,,2,4,2,1,2,1,1,0,.454545454545455,0,1,0,1,1,1,50,42,102
1356,DRC,42,,2,1,2,1,1,0,1,0,.272727272727273,0,1,0,1,1,1,50,50,79
84,HAI,1,,4,3,1,1,2,,1,0,,0,1,1,1,1,1,50,165,448
127,HAI,1,,4,2,1,1,2,1,1,1,.909090909090909,1,0,0,1,1,1,50,156,178
368,HAI,1,,3,4,1,1,2,1,1,0,.545454545454545,0,1,1,1,0,1,50,51,192
60031,SEN,13,2,1,3,1,1,2,1,1,1,.636363636363636,1,1,0,0,1,1,50,26,9998
171,DRC,53,,2,1,2,1,1,0,1,0,.454545454545455,0,1,1,1,1,1,51,44,140
199,DRC,53,,3,3,2,1,2,1,1,1,.636363636363636,0,1,1,1,1,1,51,20,59
464,DRC,20,,3,1,1,1,1,1,1,1,.636363636363636,0,1,1,1,1,1,51,48,31
599,DRC,72,,2,2,2,1,2,0,1,0,.818181818181818,1,1,1,1,0,1,51,35,86
676,DRC,82,,2,4,2,1,2,0,1,0,.363636363636364,0,1,1,1,1,1,51,57,95
10931,BAN,5,,10,4,1,2,2,1,1,0,.727272727272727,1,1,,,1,1,52,129,550
10932,BAN,5,,10,4,1,2,2,1,1,0,.727272727272727,1,1,,,1,1,52,130,565
23,DRC,52,,2,1,2,1,1,1,1,0,,0,1,1,1,1,1,52,52,172
123,DRC,73,,3,2,2,1,2,0,1,0,.454545454545455,1,0,1,1,1,1,52,19,155
125,DRC,73,,2,1,2,1,1,1,1,0,.545454545454545,0,1,1,1,1,1,52,35,167
280,DRC,92,,2,1,2,1,1,0,0,0,.272727272727273,0,1,1,1,0,1,52,36,122
479,DRC,20,,2,1,2,1,1,,1,1,,0,1,1,1,1,1,52,52,156
648,DRC,43,,2,1,2,1,1,0,1,1,.545454545454545,0,1,1,1,1,1,52,58,270
1281,DRC,61,,2,1,2,1,1,1,1,0,.545454545454545,0,1,1,1,1,1,52,31,154
60005,SEN,1,2,1,3,1,1,2,0,1,0,.636363636363636,1,1,0,1,0,1,52,46,54
148,DRC,73,,2,1,2,1,1,0,0,0,.363636363636364,0,1,1,1,0,1,53,65,195
739,DRC,8,,2,4,2,1,2,1,0,0,.272727272727273,0,1,1,1,1,1,53,50,69
1002,DRC,33,,2,1,2,1,1,0,1,0,,0,1,1,1,1,1,53,74,106
1039,DRC,32,,3,2,1,1,2,0,0,0,.0909090909090909,0,1,1,1,0,1,53,25,126
1040,DRC,32,,3,4,2,1,2,1,1,0,.454545454545455,0,1,1,1,1,1,53,22,58
1132,DRC,93,,2,1,1,1,1,0,0,0,.181818181818182,0,1,1,1,1,1,53,72,151
1274,DRC,61,,3,4,1,1,2,0,1,0,.454545454545455,0,1,1,1,1,1,53,71,169
1336,DRC,42,,2,4,2,1,2,1,1,0,.545454545454545,0,1,1,1,1,1,53,46,135
218,DRC,54,,2,4,2,1,2,0,1,0,.181818181818182,0,1,1,1,1,1,54,19,155
300,DRC,92,,2,4,2,1,2,0,1,0,,0,0,0,1,1,1,54,42,400
472,DRC,20,,3,4,2,1,2,0,1,1,,0,1,1,1,1,1,54,61,117
613,DRC,72,,2,2,2,1,2,1,1,1,,1,1,1,1,1,1,54,24,136
730,DRC,8,,2,4,2,1,2,1,1,1,.545454545454545,0,1,1,1,1,1,54,32,150
761,DRC,8,,2,4,2,1,2,1,1,1,.818181818181818,1,1,1,1,0,1,54,44,269
1010,DRC,33,,2,1,2,1,1,0,0,0,,0,1,1,1,1,1,54,36,112
1011,DRC,32,,2,1,2,1,1,1,1,0,.363636363636364,0,1,1,1,0,1,54,75,42
1101,DRC,31,,2,1,2,1,1,1,1,0,.818181818181818,1,1,1,1,1,1,54,124,236
1364,DRC,42,,2,4,2,1,2,0,1,0,.545454545454545,0,1,0,1,1,1,54,40,92
1387,DRC,45,,2,1,2,1,1,0,1,1,,0,1,1,1,1,1,54,57,664
2149,HAI,3,,3,4,2,1,2,1,1,1,,1,1,0,1,1,1,54,54,31
276,DRC,54,,2,1,2,1,1,0,1,1,.454545454545455,0,1,1,1,1,1,55,28,110
303,DRC,92,,3,4,1,1,2,0,1,0,.363636363636364,0,0,0,0,1,1,55,21,25
504,DRC,20,,2,4,2,1,2,1,1,0,.636363636363636,1,1,1,1,1,1,55,26,50
523,DRC,20,,2,1,1,1,1,1,1,0,.545454545454545,0,1,1,1,1,1,55,143,196
573,DRC,83,,2,1,2,1,1,0,1,0,.181818181818182,0,1,0,1,1,1,55,56,43
597,DRC,72,,2,4,2,1,2,0,1,0,,0,1,1,1,1,1,55,18,111
820,DRC,51,,2,1,2,1,1,0,1,0,.363636363636364,0,1,1,1,1,1,55,42,63
923,DRC,91,,2,1,1,1,1,1,1,0,,1,1,1,1,1,1,55,72,171
518,DRC,20,,2,4,2,1,2,0,1,0,.545454545454545,0,1,1,1,1,1,56,31,341
913,DRC,91,,2,4,2,1,2,1,0,0,.181818181818182,0,1,0,1,1,1,56,22,126
990,DRC,33,,2,1,2,1,1,1,1,1,.818181818181818,0,1,1,1,1,1,56,51,191
35,DRC,52,,2,1,2,1,1,1,1,1,.636363636363636,0,1,1,1,1,1,57,47,91
190,DRC,53,,2,4,2,1,2,1,1,0,.636363636363636,0,1,1,1,1,1,57,41,140
239,DRC,54,,2,4,2,1,2,1,1,0,.545454545454545,1,1,1,1,1,1,57,50,173
419,DRC,10,,2,1,1,1,1,0,0,1,.272727272727273,0,1,1,1,1,1,57,270,74
978,DRC,33,,2,1,2,1,1,0,1,1,.636363636363636,1,1,1,1,1,1,57,75,143
986,DRC,33,,4,1,2,2,1,0,1,1,,0,1,1,1,1,1,57,53,98
4,DRC,52,,2,1,2,1,1,1,1,0,.454545454545455,0,1,1,1,1,1,58,47,132
